project_name,year,PRCPTOT,RX1day,RX5day,RX7day,SDII,R10mm,R20mm,R25mm,R30mm,R100mm,CDD,CWD,R95p,R99p
Khodri,1971,1419.0685068368912,57.76736831665039,174.7014446258545,203.0973997116089,9.523949710314707,54,18,9,5,0,58,52,213.6247272491455,57.76736831665039
Khodri,1972,818.6189198493958,49.397369384765625,121.01157331466675,159.90053033828735,7.441990180449053,26,11,6,2,0,47,30,81.6688003540039,0.0
Khodri,1973,1232.631625175476,55.29172134399414,158.20184326171875,195.73401069641113,8.27269547097635,37,15,11,8,0,68,51,358.0783500671387,55.29172134399414
Khodri,1974,734.6441096067429,34.968353271484375,101.89338493347168,144.6682481765747,6.802260274136508,19,7,4,2,0,60,47,95.15049362182617,0.0
Khodri,1975,1097.3828854560852,52.28665542602539,109.39232015609741,135.10947561264038,8.92181207687874,37,9,7,5,0,67,26,206.30486869812012,0.0
Kishau,2018,1483.6420295238495,87.20809936523438,220.4214596748352,263.7773132920265,12.161000241998766,44,17,14,13,0,26,20,468.20699310302734,165.94891357421875
Kishau,2019,1333.9402495622635,101.62408447265624,161.4492392539978,193.84415698051453,10.845042679367996,42,22,14,9,1,34,18,238.43536376953125,101.62408447265624
Kishau,2020,1252.0309867858887,39.350189208984375,107.18387746810913,141.03121185302734,9.631007590660682,43,20,10,6,0,52,27,39.350189208984375,0.0
Kishau,2021,1438.2497165203094,68.20499420166016,140.94403743743896,153.646546125412,10.979005469620683,52,18,12,8,0,39,28,262.6193733215332,68.20499420166016
Kishau,2022,1530.516343832016,73.31198120117188,147.81229209899902,171.45947980880737,12.051309793952882,48,26,16,12,0,63,21,355.0425033569336,73.31198120117188
Kishau,2023,1940.4182710647583,132.01255798339844,444.48031997680664,484.25615406036377,15.905067795612773,56,27,19,16,2,75,31,779.7089729309082,401.04931640625
Kishau,2024,1591.8825742006302,85.1982421875,160.7814588546753,233.83129024505615,14.213237269648484,52,28,19,11,0,71,53,431.8777732849121,227.66059112548828
Lakhwar,2017,1633.904396891594,85.10340118408203,207.0205774307251,217.94049501419067,13.392658990914704,44,22,19,14,0,77,27,580.9011764526367,317.5315628051758
Lakhwar,2018,1611.9596432447433,101.4195327758789,218.52075266838074,264.99086836725473,14.392496814685208,49,24,18,15,1,26,20,563.8440170288086,315.83504486083984
Lakhwar,2019,1420.6794518232346,112.99250030517578,168.91214859485626,203.95861303806305,12.684637962707452,46,24,18,14,1,55,11,333.7159996032715,112.99250030517578
Lakhwar,2020,1368.004779458046,47.23765182495117,137.5994758605957,180.14523816108704,10.285750221489067,46,19,14,10,0,52,24,175.2948341369629,0.0
Lakhwar,2021,1596.4486665725708,78.4371109008789,166.76257705688477,183.8852219581604,12.87458602074654,51,25,17,12,0,41,15,351.12892150878906,155.54830932617188
Lakhwar,2022,1624.7401254177094,79.9539566040039,154.76027297973633,189.38166117668152,12.89476290014055,50,32,20,18,0,79,21,345.1413154602051,151.75572204589844
Lakhwar,2023,1995.0140351057053,133.5799560546875,449.5363578796387,492.4529809951782,16.906898602590722,62,27,21,17,2,50,31,751.9837608337402,398.8065490722656
Lakhwar,2024,1713.0498888492584,101.1208267211914,192.37606239318848,279.5702590942383,16.314760846183415,56,28,20,16,1,85,30,475.49510192871094,265.51593017578125
Lata Tapovan,2016,1554.81782412529,58.50068283081055,163.79392051696777,201.09993839263916,11.690359579889398,57,24,16,9,0,56,27,501.94629096984863,157.43783950805664
Lata Tapovan,2017,1633.1694948673248,50.68550491333008,144.74890899658203,191.45260190963745,11.749420826383632,53,29,18,15,0,72,33,620.2624588012695,50.68550491333008
Lata Tapovan,2018,1669.949002623558,53.73332214355469,173.6396598815918,224.53579235076904,12.27903678399675,65,28,15,8,0,35,42,349.1996669769287,154.44419860839844
Lata Tapovan,2019,1505.698209643364,55.02656555175781,126.445476770401,173.26697444915771,10.2428449635603,55,20,14,8,0,22,28,383.2337532043457,147.39864349365234
Lata Tapovan,2020,1420.6091523170471,53.57093811035156,146.08684158325195,175.3883011341095,9.934329736482846,52,20,13,7,0,38,19,342.30738639831543,53.57093811035156
Lata Tapovan,2021,1960.9372022151947,129.94387817382812,247.59222030639648,286.7744827270508,14.10746188644025,65,28,17,15,2,43,34,824.623722076416,396.441349029541
Lata Tapovan,2022,1808.3438394069672,66.53687286376953,165.96555471420288,211.82971501350403,12.471336823496324,56,28,24,18,0,46,38,839.9310894012451,283.28650665283203
Lata Tapovan,2023,1423.95791554451,55.33089065551758,152.77934789657593,196.56365489959717,9.686788541119116,47,17,13,8,0,23,53,343.60734939575195,104.05216217041016
Lata Tapovan,2024,1686.8397611379623,54.60436630249024,152.87741088867188,185.77836656570435,13.826555419163626,59,31,23,15,0,79,28,720.4244937896729,205.02680206298828
Luhri Stage 1,2020,984.1091030836105,23.14101791381836,79.0473165512085,93.38023519515991,6.604759081098058,31,7,0,0,0,39,26,90.18950462341309,0.0
Luhri Stage 1,2021,1041.9386780261993,38.48374176025391,96.1049633026123,108.33569765090942,6.992877033732881,36,8,4,4,0,38,39,193.27874565124512,114.61837768554688
Luhri Stage 1,2022,1125.4141964912415,44.29188919067383,102.25272274017334,112.75973272323608,8.214702164169646,38,12,7,3,0,44,21,265.1363945007324,44.29188919067383
Luhri Stage 1,2023,1349.6332391500473,91.67838287353516,259.8862886428833,277.73654651641846,8.488259365723568,38,12,8,6,0,26,69,388.8564109802246,275.0125389099121
Luhri Stage 1,2024,985.7284041643143,39.96968078613281,89.63041400909424,111.05053567886353,7.761640977671766,35,7,6,2,0,71,48,207.86553764343262,78.12303924560547
Maneri Bhali Ii,1976,913.2807514667511,69.75228881835938,133.34887790679932,146.997727394104,7.610672928889593,31,6,3,1,0,91,32,69.75228881835938,69.75228881835938
Maneri Bhali Ii,1977,1399.5172340869904,43.771034240722656,103.8525800704956,143.72820472717285,9.207350224256516,51,17,10,7,0,82,57,219.29186630249023,0.0
Maneri Bhali Ii,1978,2279.1385164260864,107.10066223144533,251.00884628295898,313.06289291381836,16.515496495841205,76,39,26,18,2,30,33,868.4279747009277,538.0687866210938
Maneri Bhali Ii,1979,1288.571901679039,63.25212097167969,151.3091106414795,180.41915225982666,11.013435057085804,48,15,13,8,0,42,19,257.9981117248535,119.02963256835938
Maneri Bhali Ii,1980,1429.5068467855453,48.8896598815918,130.1365146636963,176.2512755393982,10.358745266561924,51,18,10,6,0,38,62,171.92344284057617,0.0
Maneri Bhali Ii,1981,1450.4250427484512,54.49368667602539,181.937162399292,235.07703590393066,9.800169207759806,52,18,12,9,0,32,64,335.41534423828125,54.49368667602539
Maneri Bhali Ii,1982,1394.8911197185516,59.53354263305664,108.1286690235138,137.4218008518219,8.557614231402157,51,19,9,3,0,60,44,59.53354263305664,59.53354263305664
Maneri Bhali Ii,1983,1548.664936542511,42.96180725097656,111.67220211029053,143.5427918434143,9.385848100257641,49,23,17,9,0,51,38,183.33539199829102,0.0
Maneri Bhali Ii,1984,1456.9157853126526,39.374210357666016,140.7663974761963,171.83811569213867,11.20704450240502,54,21,13,9,0,78,29,184.83966445922852,0.0
Maneri Bhali Ii,1985,1646.6341531276703,64.07794952392578,159.18980979919434,191.9415431022644,11.201592878419525,60,25,17,13,0,51,39,311.70421600341797,118.36767196655273
Maneri Bhali Ii,1986,1489.3617868423462,72.77960205078125,115.28795862197876,137.94666123390198,10.7148329988658,55,23,16,10,0,29,14,252.48114395141602,72.77960205078125
Maneri Bhali Ii,1987,915.3604564666748,41.058841705322266,83.31389808654785,99.81408405303955,7.959656143188477,34,10,6,2,0,52,25,41.058841705322266,0.0
Maneri Bhali Ii,1988,1783.2078648805618,103.6838607788086,201.41508388519287,213.70044994354248,11.888052432537078,61,27,15,10,1,45,47,419.46995544433594,158.76663208007812
Maneri Bhali Ii,1989,1392.456561088562,80.1464614868164,180.60225677490234,223.62737846374512,12.43264786686216,49,19,16,11,0,51,23,484.7848777770996,150.39173889160156
Maneri Bhali Ii,1990,1802.95267868042,86.91465759277344,227.67859649658203,262.4937012195587,11.483775023442165,56,27,20,13,0,38,65,489.9320068359375,328.38121032714844
Maneri Bhali Ii,1991,959.2003836631775,28.74226188659668,95.58161735534668,109.47268533706665,7.798377102952663,39,7,1,0,0,47,33,0.0,0.0
Maneri Bhali Ii,1992,1258.4340969324112,52.53300476074219,152.41173458099365,176.91795921325684,9.831516382284462,42,15,10,8,0,45,58,237.7314567565918,0.0
Maneri Bhali Ii,1993,1600.6546014547348,79.40646362304688,151.17190742492676,210.61433029174805,10.963387681196814,50,26,16,9,0,52,17,422.8747024536133,138.91793060302734
Maneri Bhali Ii,1994,1631.6937463283539,106.41390991210938,227.2810091972351,264.0449571609497,12.747607393190265,46,27,19,14,1,96,18,568.1840324401855,248.60971069335938
Maneri Bhali Ii,1995,1628.1154539585114,165.85406494140625,351.4263381958008,392.3001651763916,12.819806724082767,53,24,14,10,2,53,35,560.6528205871582,298.4307403564453
Maneri Bhali Ii,1996,1345.615888595581,36.131134033203125,106.67486953735352,137.7921199798584,10.117412696207376,52,17,8,4,0,70,41,139.4066047668457,0.0
Maneri Bhali Ii,1997,989.9642596244812,36.093204498291016,91.98416900634766,114.15416717529297,6.226190312103656,33,7,4,2,0,18,22,36.093204498291016,0.0
Maneri Bhali Ii,1998,1466.3180599212646,61.35249710083008,118.0729193687439,141.8714680671692,11.108470150918672,55,19,10,6,0,72,34,180.4115982055664,61.35249710083008
Maneri Bhali Ii,1999,1306.1116474866867,50.09761047363281,177.42265510559082,212.51247644424438,10.047012672974514,46,17,13,10,0,73,30,351.00401306152344,0.0
Maneri Bhali Ii,2000,1235.4321428537369,83.52887725830078,135.56644344329834,166.70796060562134,8.888001027724727,41,10,7,3,0,98,25,171.94888305664062,83.52887725830078
Maneri Bhali Ii,2001,1433.5254467725754,64.1810073852539,143.39883375167847,179.77814054489136,10.8600412634286,52,18,12,8,0,76,41,359.43323135375977,121.91936492919922
Maneri Bhali Ii,2002,1462.7655237913132,71.99065399169922,262.57557678222656,304.84722423553467,11.16614903657491,37,21,19,18,0,79,25,699.8301048278809,195.96055603027344
Maneri Bhali Ii,2003,1519.5567017793655,80.15582275390625,151.78448581695557,165.66055464744568,10.932062602729248,56,19,13,5,0,31,25,237.72512817382812,190.78630447387695
Maneri Bhali Ii,2004,1107.6967502832413,37.11283874511719,113.45130825042725,143.61381149291992,8.933038308735817,42,14,7,3,0,63,33,70.421875,0.0
Maneri Bhali Ii,2005,1603.5875021219254,54.467735290527344,167.3277473449707,212.88842964172363,11.292869733252996,54,28,21,13,0,51,31,430.3791732788086,54.467735290527344
Maneri Bhali Ii,2006,1232.4189789295197,48.03669738769531,133.330340385437,167.72022485733032,9.129029473551997,40,16,10,8,0,38,13,194.64328002929688,0.0
Maneri Bhali Ii,2007,1669.4698190689087,80.41793060302734,183.8228349685669,205.14547204971313,12.185911088094224,56,28,20,14,0,52,26,574.1042175292969,80.41793060302734
Maneri Bhali Ii,2008,1637.2010245323181,59.26203155517578,143.5453143119812,178.16775131225586,11.137421935594,52,28,19,12,0,35,44,428.6203956604004,116.20456314086914
Naitwar Mori,2017,1066.8884797096252,47.511680603027344,90.94262498617172,100.69364875555038,8.335066247731447,37,14,7,3,0,73,32,111.02545356750488,0.0
Naitwar Mori,2018,1041.6398853063583,73.55731964111328,180.05812907218933,222.46882510185242,9.920379860060555,31,14,7,7,0,26,10,329.82788467407227,73.55731964111328
Naitwar Mori,2019,1042.7439768314362,72.71658325195312,133.38994693756104,154.52787065505981,7.899575582056334,32,12,9,5,0,34,12,213.62854766845703,72.71658325195312
Naitwar Mori,2020,906.7749403715134,31.161630630493164,89.83767986297607,89.94619981199503,7.4940077716654,35,9,4,1,0,52,12,31.161630630493164,0.0
Naitwar Mori,2021,1112.8433765172958,47.75118637084961,103.83955979347229,108.20945930480957,9.676898926237355,44,14,9,6,0,38,13,230.03273010253906,0.0
Naitwar Mori,2022,1236.0139894485474,62.11424255371094,119.78298759460449,129.0456771850586,10.747947734335195,48,16,11,9,0,63,13,352.92722511291504,62.11424255371094
Naitwar Mori,2023,1464.2546812295914,95.75325775146484,335.743709564209,352.87232732772827,12.958006028580455,44,17,16,10,0,26,21,600.741886138916,455.0773010253906
Phata Byung,2013,1411.091129541397,106.87744903564452,266.3366198539734,290.8861413002014,12.828101177649064,44,23,15,10,1,71,14,529.5772132873535,192.9507598876953
Phata Byung,2014,1017.4357538223267,48.244720458984375,141.40159606933594,176.27772521972656,9.598450507757798,34,15,8,6,0,48,24,239.16484832763672,0.0
Phata Byung,2015,929.9303472042084,63.153717041015625,99.30559158325195,110.14919254183769,8.772927803813287,30,12,7,5,0,43,14,175.43749618530273,63.153717041015625
Phata Byung,2016,1286.0569154024124,65.18535614013672,171.8061981201172,196.4816918373108,11.183103612194891,46,18,12,9,0,81,27,403.9184455871582,177.0655746459961
Phata Byung,2017,1280.5286337137222,57.54729843139648,111.32699012756348,132.69142073392868,10.410801900111563,41,19,15,13,0,73,15,453.45957946777344,57.54729843139648
Phata Byung,2018,1024.9239279031754,38.27588653564453,82.64657258987427,102.43023014068604,8.265515547606253,36,9,3,2,0,46,46,68.94270706176758,0.0
Phata Byung,2019,1176.0159512758255,47.92384338378906,109.34222531318665,132.18395829200745,9.04627654827558,40,16,9,6,0,33,27,228.6617546081543,0.0
Phata Byung,2020,1076.2675440311432,40.222412109375,92.33355712890625,104.12999629974365,8.09223717316649,33,10,6,4,0,52,14,106.73769760131836,0.0
Phata Byung,2021,1252.8429417610168,83.04151153564453,127.49043846130371,139.11505699157715,9.864905053236352,37,17,10,7,0,43,25,363.31019020080566,213.37658309936523
Phata Byung,2022,1227.6486603021622,49.25370788574219,106.06082534790039,120.97759056091309,9.51665628141211,42,17,9,6,0,46,24,243.96280670166016,0.0
Phata Byung,2023,1242.4186205863953,56.096038818359375,169.8943328857422,196.48219347000122,9.557066312203041,44,15,9,9,0,47,13,383.3455047607422,56.096038818359375
Phata Byung,2024,1355.9811396598816,58.44464874267578,152.3660545349121,163.10751342773438,12.672720931400763,46,23,18,8,0,86,20,360.08929443359375,58.44464874267578
Ranjit Sagar Dam (Thein),1981,1025.5672916173935,47.80421829223633,101.99901580810547,132.79001426696777,8.618212534599945,35,14,8,5,0,32,15,195.16144943237305,0.0
Ranjit Sagar Dam (Thein),1982,1265.731567978859,64.20545959472656,132.35683631896973,204.4507464170456,10.726538711685246,45,20,14,6,0,22,22,273.9543170928955,126.5587272644043
Ranjit Sagar Dam (Thein),1983,1086.6674102544785,56.548187255859375,120.20955920219421,138.18802227824926,10.251579342023382,38,13,11,8,0,69,9,349.0210723876953,0.0
Ranjit Sagar Dam (Thein),1984,1090.5065404176712,46.5905647277832,125.15042686462402,144.38257765769958,10.287797551110106,42,14,11,6,0,49,12,222.35647201538086,0.0
Ranjit Sagar Dam (Thein),1985,1065.411188006401,84.19276428222656,165.14986324310303,190.58023262023926,9.184579206951733,32,12,7,4,0,49,22,266.41756439208984,234.22798919677734
Ranjit Sagar Dam (Thein),1986,998.4429105520248,46.2166633605957,105.0513431429863,150.34384268522263,9.508980100495474,34,14,7,5,0,40,10,200.93628883361816,0.0
Ranjit Sagar Dam (Thein),1987,861.0762934684753,39.81435394287109,74.72842121124268,82.82221460342407,8.20072660446167,28,9,6,5,0,41,8,174.36576461791992,0.0
Ranjit Sagar Dam (Thein),1988,1907.0059195756912,171.11985778808594,451.32909393310547,456.12723475694656,16.025259828367155,40,26,24,22,3,82,16,1167.7962036132812,655.6782608032227
Ranjit Sagar Dam (Thein),1989,874.264121055603,73.92525482177734,189.6830062866211,214.25152826309204,8.020771752803698,23,10,8,4,0,27,21,143.29298973083496,73.92525482177734
Ranjit Sagar Dam (Thein),1990,1336.8277703523636,48.31585311889648,129.4851279258728,159.81756258010864,9.829615958473262,51,19,11,7,0,32,30,197.2039909362793,0.0
Ranjit Sagar Dam (Thein),1991,996.7537393569946,61.37788391113281,82.63389897346497,109.57986708730459,8.519262729546963,34,10,4,3,0,29,10,127.31677627563477,61.37788391113281
Ranjit Sagar Dam (Thein),1992,1147.1119005680084,53.25873947143555,109.60195064544678,122.30870795249939,10.428290005163714,41,15,11,7,0,43,16,284.5267810821533,0.0
Ranjit Sagar Dam (Thein),1993,1158.0008741617203,172.34092712402344,417.0291442871094,424.8678026199341,10.069572818797567,27,11,7,6,2,53,26,428.8717269897461,355.7373275756836
Ranjit Sagar Dam (Thein),1994,1407.4774758815765,82.19181823730469,199.63134002685547,208.89855098724365,11.350624805496585,42,21,13,11,0,40,38,528.2080001831055,277.9465103149414
Ranjit Sagar Dam (Thein),1995,1688.884482741356,143.05322265625,364.6687548160553,441.7614252567291,15.783967128423887,41,24,20,16,2,38,17,954.8157043457031,563.1682548522949
Ranjit Sagar Dam (Thein),1996,1178.1657754182816,80.69214630126953,178.46460485458374,188.88887774944305,10.710597958348014,42,17,12,5,0,87,19,221.77678298950195,80.69214630126953
Ranjit Sagar Dam (Thein),1997,1269.4431935548782,102.24835205078124,194.67823696136475,239.47697067260742,9.917524949647486,42,16,13,9,1,20,12,407.84888076782227,102.24835205078124
Ranjit Sagar Dam (Thein),1998,1145.3953932523727,57.44846725463867,128.33870589733124,169.82966363430023,10.908527554784502,35,17,11,9,0,74,22,369.59667205810547,0.0
Ranjit Sagar Dam (Thein),1999,931.2143286466599,57.14961242675781,143.23341178894043,181.3176908493042,9.21994384798673,31,12,8,5,0,64,19,183.38905715942383,0.0
Ranjit Sagar Dam (Thein),2000,743.3534961938858,34.67523956298828,85.97761297225952,104.40153396129608,6.578349523839697,23,8,2,1,0,53,17,34.67523956298828,0.0
Ranjit Sagar Dam (Thein),2001,844.8686205148697,38.260536193847656,91.88438701629637,136.07159614562988,7.970458684102544,30,12,7,4,0,49,11,71.75451278686523,0.0
Shongtong Karcham,2016,992.2542752027512,25.86579704284668,90.55875396728516,108.65850448608398,6.7962621589229535,35,8,2,0,0,79,44,184.5997428894043,0.0
Shongtong Karcham,2017,1195.4183464050293,39.004512786865234,73.63460922241211,94.85265159606934,7.712376428419544,41,10,6,2,0,54,36,244.89296913146973,39.004512786865234
Shongtong Karcham,2018,1082.2182459831238,48.47467041015625,113.3448635339737,126.88227868080139,7.675306709100169,35,9,6,4,0,25,45,268.01682472229004,86.9012565612793
Shongtong Karcham,2019,1099.8797870874405,59.31580352783203,108.35000109672546,133.8209512233734,6.747728755137672,32,8,5,2,0,24,28,243.067289352417,103.24374389648438
Shongtong Karcham,2020,953.5115511417389,22.832244873046875,62.769721031188965,77.14436650276184,5.959447194635868,29,5,0,0,0,39,26,85.21713447570801,0.0
Shongtong Karcham,2021,1107.6635984182358,33.87932586669922,82.49156141281128,94.68018221855165,7.192620768949583,43,10,5,2,0,38,33,253.8666286468506,0.0
Shongtong Karcham,2022,1108.2707805633545,36.86146926879883,82.86601686477661,95.46551132202148,7.5392570106350645,40,9,5,2,0,44,37,217.38229751586914,36.86146926879883
Shongtong Karcham,2023,1272.1033382415771,64.58000183105469,233.80447006225586,249.31838655471802,8.000649926047656,34,12,7,5,0,26,45,422.9332904815674,225.90016555786133
Shongtong Karcham,2024,1037.9565796852112,46.50401306152344,84.9167640209198,101.29218816757202,7.632033674155965,39,9,2,2,0,71,55,235.65433883666992,46.50401306152344
Shrinagar,2005,1311.1977965831757,88.9930191040039,161.39616990089417,166.72493958473206,10.926648304859798,38,20,11,9,0,33,29,475.0766181945801,226.15553283691406
Shrinagar,2006,894.4081537723541,52.11277389526367,100.24903964996338,109.59362208843231,9.220702616209836,36,9,5,3,0,42,13,96.10588073730469,0.0
Shrinagar,2007,1349.144954919815,72.7040786743164,227.6429123878479,234.9838743209839,11.53115346085312,45,18,13,9,0,54,20,353.2962074279785,72.7040786743164
Shrinagar,2008,1226.295182466507,54.64888381958008,122.72401285171509,149.93115854263306,10.30500153333199,43,17,11,9,0,40,26,292.81885147094727,0.0
Shrinagar,2009,779.0767289400101,40.6501579284668,144.38980102539062,153.86673712730408,9.618231221481606,26,11,10,5,0,46,11,113.11960220336914,0.0
Shrinagar,2010,1689.865690112114,82.09638214111328,191.53340816497803,214.33842658996582,14.954563629310742,52,26,19,17,0,45,28,702.0891380310059,150.58583068847656
Shrinagar,2011,1334.399785041809,158.4005584716797,248.99450016021729,270.49961948394775,11.028097397039744,42,19,10,7,1,47,21,315.62355041503906,158.4005584716797
Shrinagar,2012,1028.175028204918,61.66072082519531,134.86841535568237,156.3645622730255,10.491581920458346,35,16,8,5,0,83,32,243.44598007202148,0.0
Shrinagar,2013,1384.295455813408,119.63632202148438,272.9304552078247,281.7550382614136,11.632734922801747,37,20,15,12,1,51,25,415.0451965332031,210.46368408203125
Shrinagar,2014,1106.0813792943954,75.76117706298828,181.45944595336914,211.89273262023926,10.241494252725884,35,13,10,7,0,59,32,276.5760726928711,75.76117706298828
Shrinagar,2015,1057.3396669626236,65.23661804199219,110.87181377410889,144.27021312713623,9.974902518515316,30,13,11,9,0,57,12,366.0267639160156,65.23661804199219
Tapovan Vishnugad,2010,1751.3987710475922,98.7040023803711,182.8179750442505,188.9465526342392,16.067878633464147,57,33,23,12,0,67,24,679.4294929504395,414.55992126464844
Tapovan Vishnugad,2011,1317.4463646411896,187.1902008056641,328.11077880859375,351.0320816040039,11.658817386205218,40,15,12,8,1,47,18,508.0582866668701,281.8416061401367
Tapovan Vishnugad,2012,1090.0995622873306,86.86470794677734,154.31646752357483,183.51052570343018,11.35520377382636,34,17,11,7,0,83,21,351.34912490844727,243.50168991088867
Tapovan Vishnugad,2013,1941.083711862564,104.82864379882812,282.6217350959778,335.87718176841736,15.04716055707414,65,34,28,17,1,52,18,974.6461067199707,460.21926498413086
Tapovan Vishnugad,2014,1299.7346376180649,52.33988952636719,145.89665526151657,181.23175716400146,10.566948273317601,43,20,13,9,0,49,25,394.4331398010254,101.30694198608398
Tapovan Vishnugad,2015,1291.250336766243,98.5481185913086,142.17748987674713,197.39147220924497,10.760419473052025,42,25,13,8,0,43,20,393.5616455078125,158.2657699584961
Tapovan Vishnugad,2016,1554.81782412529,58.50068283081055,163.79392051696777,201.09993839263916,11.690359579889398,57,24,16,9,0,56,27,501.94629096984863,157.43783950805664
Tapovan Vishnugad,2017,1633.1694948673248,50.68550491333008,144.74890899658203,191.45260190963745,11.749420826383632,53,29,18,15,0,72,33,620.2624588012695,50.68550491333008
Tapovan Vishnugad,2018,1669.949002623558,53.73332214355469,173.6396598815918,224.53579235076904,12.27903678399675,65,28,15,8,0,35,42,349.1996669769287,154.44419860839844
Tapovan Vishnugad,2019,1505.698209643364,55.02656555175781,126.445476770401,173.26697444915771,10.2428449635603,55,20,14,8,0,22,28,383.2337532043457,147.39864349365234
Tapovan Vishnugad,2020,1420.6091523170471,53.57093811035156,146.08684158325195,175.3883011341095,9.934329736482846,52,20,13,7,0,38,19,342.30738639831543,53.57093811035156
Tapovan Vishnugad,2021,1960.9372022151947,129.94387817382812,247.59222030639648,286.7744827270508,14.10746188644025,65,28,17,15,2,43,34,824.623722076416,396.441349029541
Tapovan Vishnugad,2022,1808.3438394069672,66.53687286376953,165.96555471420288,211.82971501350403,12.471336823496324,56,28,24,18,0,46,38,839.9310894012451,283.28650665283203
Tapovan Vishnugad,2023,1423.95791554451,55.33089065551758,152.77934789657593,196.56365489959717,9.686788541119116,47,17,13,8,0,23,53,343.60734939575195,104.05216217041016
Tapovan Vishnugad,2024,1686.8397611379623,54.60436630249024,152.87741088867188,185.77836656570435,13.826555419163626,59,31,23,15,0,79,28,720.4244937896729,205.02680206298828
Vishnugad Pipalkoti,2016,1260.941086769104,46.3193473815918,153.36248970031738,172.24398708343506,9.410008110217195,40,13,12,8,0,80,31,403.68702697753906,87.5260238647461
Vishnugad Pipalkoti,2017,1357.0329748392105,49.3454475402832,102.0239306986332,153.58544301986694,9.358848102339383,47,21,15,7,0,72,52,482.32336235046387,97.16975021362305
Vishnugad Pipalkoti,2018,1219.7481722831726,32.018558502197266,102.6897964477539,124.39490795135498,9.171038889347162,50,11,3,2,0,46,62,91.98667335510254,0.0
Vishnugad Pipalkoti,2019,1243.592296719551,45.33485794067383,110.91569709777832,133.02777242660522,8.12805422692517,42,12,9,3,0,28,28,270.7050151824951,45.33485794067383
Vishnugad Pipalkoti,2020,1145.0183255672455,34.9521369934082,95.95320129394531,113.72070264816284,7.842591271008531,41,10,3,2,0,51,25,92.26670265197754,0.0
Vishnugad Pipalkoti,2021,1501.747730731964,119.74386596679688,174.11444473266602,189.50829601287842,10.2159709573603,48,18,11,8,1,43,33,510.2532329559326,253.62340927124023
Vishnugad Pipalkoti,2022,1350.9528931379318,41.2645263671875,91.84191513061523,123.60505437850952,9.190155735632189,49,19,10,5,0,46,38,305.5603275299072,41.2645263671875
